CubeToaster
Type Ctrl-C or Ctrl-Z (whichever one works) to quit the program.

Same number of people for all events other than 4BLD, 5BLD, multi BLD, and FMC? (y/n) How many competitors do you want in each heat? There will be 9 heats in 4x4 Cube
There will be 1 heats in 5x5 Cube: Blindfolded
There will be 2 heats in Rubik's Cube: Multiple Blindfolded
There will be 3 heats in 6x6 Cube
There will be 4 heats in Square-1
There will be 18 heats in Rubik's Cube
There will be 3 heats in Rubik's Cube: Fewest moves
There will be 4 heats in 5x5 Cube
There will be 3 heats in 7x7 Cube
There will be 13 heats in Pyraminx
There will be 2 heats in Rubik's Cube: With feet
There will be 4 heats in Rubik's Cube: Blindfolded
There will be 1 heats in 4x4 Cube: Blindfolded
There will be 3 heats in Megaminx
There will be 3 heats in Rubik's Clock
There will be 10 heats in Skewb
There will be 8 heats in Rubik's Cube: One-Handed
There will be 16 heats in 2x2 Cube
heatsDict[event] 9
{'wcaId': '1985FAKE83', 'heat': 1, 'gender': 'm', 'id': '49', 'name': 'Abelson Antonio', 'countryId': 'CH'}
{'wcaId': '2000FAKE70', 'heat': 7, 'gender': 'm', 'id': '221', 'name': 'Laroque Jamee', 'countryId': 'US'}
{'wcaId': '2009FAKE38', 'heat': 8, 'gender': 'm', 'id': '18', 'name': 'Laroque Valadez', 'countryId': 'US'}
{'wcaId': '2002FAKE98', 'heat': 1, 'gender': 'm', 'id': '3', 'name': 'Lesli Farish', 'countryId': 'US'}
{'wcaId': '2003FAKE94', 'heat': 2, 'gender': 'm', 'id': '52', 'name': 'Lesli Haywood', 'countryId': 'US'}
{'wcaId': '2013FAKE63', 'heat': 3, 'gender': 'm', 'id': '124', 'name': 'Lesli Miera', 'countryId': 'US'}
{'wcaId': '2011FAKE82', 'heat': 4, 'gender': 'm', 'id': '17', 'name': 'Lesli Ogata', 'countryId': 'US'}
{'wcaId': '1989FAKE7', 'heat': 5, 'gender': 'm', 'id': '100', 'name': 'Mcconn Vinita', 'countryId': 'US'}
{'wcaId': '1989FAKE97', 'heat': 6, 'gender': 'm', 'id': '7', 'name': 'Miera Antonio', 'countryId': 'US'}
{'wcaId': '2003FAKE33', 'heat': 7, 'gender': 'm', 'id': '228', 'name': 'Miera Carmela', 'countryId': 'US'}
{'wcaId': '2006FAKE39', 'heat': 8, 'gender': 'm', 'id': '169', 'name': 'Miera Domonique', 'countryId': 'IN'}
{'wcaId': '2006FAKE55', 'heat': 1, 'gender': 'm', 'id': '236', 'name': 'Miera Miera', 'countryId': 'US'}
{'wcaId': '1996FAKE12', 'heat': 2, 'gender': 'm', 'id': '37', 'name': 'Miera Yi', 'countryId': 'CA'}
{'wcaId': '1992FAKE90', 'heat': 3, 'gender': 'm', 'id': '11', 'name': 'Moriah Igoe', 'countryId': 'US'}
{'wcaId': '1998FAKE77', 'heat': 4, 'gender': 'm', 'id': '41', 'name': 'Ngan Vesta', 'countryId': 'US'}
{'wcaId': '2001FAKE15', 'heat': 5, 'gender': 'm', 'id': '166', 'name': 'Nott Domonique', 'countryId': 'US'}
{'wcaId': '1997FAKE31', 'heat': 6, 'gender': 'm', 'id': '151', 'name': 'Nott Lesli', 'countryId': 'US'}
{'wcaId': '2002FAKE29', 'heat': 7, 'gender': 'm', 'id': '233', 'name': 'Ogata Shayla', 'countryId': 'CA'}
{'wcaId': '2001FAKE24', 'heat': 8, 'gender': 'm', 'id': '10', 'name': 'Pelaez Arnulfo', 'countryId': 'US'}
{'wcaId': '1998FAKE53', 'heat': 1, 'gender': 'm', 'id': '95', 'name': 'Poulson Jamee', 'countryId': 'US'}
{'wcaId': '2000FAKE64', 'heat': 2, 'gender': 'm', 'id': '171', 'name': 'Poulson Moriah', 'countryId': 'IN'}
{'wcaId': '2006FAKE94', 'heat': 3, 'gender': 'm', 'id': '12', 'name': 'Poulson Ogata', 'countryId': 'US'}
{'wcaId': '2012FAKE61', 'heat': 4, 'gender': 'm', 'id': '38', 'name': 'Samuels Brittney', 'countryId': 'US'}
{'wcaId': '2002FAKE66', 'heat': 5, 'gender': 'm', 'id': '182', 'name': 'Saragosa Arnulfo', 'countryId': 'US'}
{'wcaId': '2010FAKE39', 'heat': 6, 'gender': 'm', 'id': '92', 'name': 'Saragosa Carmela', 'countryId': 'CA'}
{'wcaId': '2008FAKE80', 'heat': 7, 'gender': 'm', 'id': '4', 'name': 'Saragosa Gaeta', 'countryId': 'US'}
{'wcaId': '1985FAKE9', 'heat': 8, 'gender': 'm', 'id': '22', 'name': 'Saragosa Mcconn', 'countryId': 'US'}
{'wcaId': '1983FAKE14', 'heat': 1, 'gender': 'm', 'id': '35', 'name': 'Saragosa Stander', 'countryId': 'US'}
{'wcaId': '1991FAKE22', 'heat': 2, 'gender': 'm', 'id': '91', 'name': 'Shayla Mcconn', 'countryId': 'US'}
{'wcaId': '2004FAKE29', 'heat': 3, 'gender': 'm', 'id': '90', 'name': 'Shayla Saragosa', 'countryId': 'CA'}
{'wcaId': '2009FAKE53', 'heat': 4, 'gender': 'm', 'id': '2', 'name': 'Shayla Yi', 'countryId': 'US'}
{'wcaId': '2001FAKE61', 'heat': 5, 'gender': 'm', 'id': '234', 'name': 'Stander Byrom', 'countryId': 'US'}
{'wcaId': '2000FAKE12', 'heat': 6, 'gender': 'm', 'id': '25', 'name': 'Stander Lesli', 'countryId': 'US'}
{'wcaId': '2014FAKE63', 'heat': 7, 'gender': 'm', 'id': '192', 'name': 'Stander Shayla', 'countryId': 'US'}
{'wcaId': '1984FAKE54', 'heat': 8, 'gender': 'm', 'id': '27', 'name': 'Stander Trent', 'countryId': 'CA'}
{'wcaId': '1993FAKE42', 'heat': 1, 'gender': 'f', 'id': '31', 'name': 'Tona Antonio', 'countryId': 'US'}
{'wcaId': '1983FAKE70', 'heat': 2, 'gender': 'm', 'id': '217', 'name': 'Tona Byrom', 'countryId': 'US'}
{'wcaId': '1984FAKE92', 'heat': 3, 'gender': 'm', 'id': '212', 'name': 'Tona Coreen', 'countryId': 'US'}
{'wcaId': '1982FAKE41', 'heat': 4, 'gender': 'm', 'id': '204', 'name': 'Trent Brittney', 'countryId': 'US'}
{'wcaId': '1995FAKE92', 'heat': 5, 'gender': 'm', 'id': '93', 'name': 'Trent Haywood', 'countryId': 'CA'}
{'wcaId': '1995FAKE85', 'heat': 6, 'gender': 'm', 'id': '138', 'name': 'Trent Mcconn', 'countryId': 'US'}
{'wcaId': '1994FAKE72', 'heat': 7, 'gender': 'm', 'id': '121', 'name': 'Trent Samuels', 'countryId': 'ES'}
{'wcaId': '2011FAKE33', 'heat': 8, 'gender': 'm', 'id': '79', 'name': 'Valadez Samuels', 'countryId': 'US'}
{'wcaId': '1998FAKE44', 'heat': 1, 'gender': 'm', 'id': '99', 'name': 'Valadez Tona', 'countryId': 'US'}
{'wcaId': '2013FAKE12', 'heat': 2, 'gender': 'm', 'id': '186', 'name': 'Vesta Domonique', 'countryId': 'US'}
{'wcaId': '1986FAKE19', 'heat': 3, 'gender': 'm', 'id': '238', 'name': 'Vinita Gaeta', 'countryId': 'US'}
{'wcaId': '2013FAKE4', 'heat': 4, 'gender': 'm', 'id': '81', 'name': 'Vinita Valadez', 'countryId': 'US'}
{'wcaId': '1997FAKE97', 'heat': 5, 'gender': 'm', 'id': '185', 'name': 'Vinita Yi', 'countryId': 'US'}
{'wcaId': '1995FAKE58', 'heat': 6, 'gender': 'm', 'id': '226', 'name': 'Virgilio Coreen', 'countryId': 'US'}
{'wcaId': '1987FAKE44', 'heat': 7, 'gender': 'm', 'id': '69', 'name': 'Virgilio Nott', 'countryId': 'US'}
{'wcaId': '2003FAKE88', 'heat': 8, 'gender': 'm', 'id': '5', 'name': 'Virgilio Vesta', 'countryId': 'AU'}
{'wcaId': '2002FAKE23', 'heat': 1, 'gender': 'm', 'id': '120', 'name': 'Yi Brittney', 'countryId': 'US'}
{'wcaId': '1991FAKE36', 'heat': 2, 'gender': 'm', 'id': '161', 'name': 'Yi Clow', 'countryId': 'US'}
{'wcaId': '2013FAKE27', 'heat': 3, 'gender': 'm', 'id': '193', 'name': 'Yi Lesli', 'countryId': 'US'}
{'wcaId': '1985FAKE33', 'heat': 4, 'gender': 'm', 'id': '133', 'name': 'Yi Pelaez', 'countryId': 'CA'}
{'wcaId': '1995FAKE19', 'heat': 5, 'gender': 'm', 'id': '75', 'name': 'Yi Samuels', 'countryId': 'US'}
{'wcaId': '2012FAKE73', 'heat': 6, 'gender': 'm', 'id': '109', 'name': 'Yi Tona', 'countryId': 'US'}
{1: 12, 2: 12, 3: 12, 4: 12, 5: 12, 6: 12, 7: 11, 8: 11}
heatsDict[event] 16
{'wcaId': '1985FAKE83', 'heat': 1, 'gender': 'm', 'id': '49', 'name': 'Abelson Antonio', 'countryId': 'CH'}
{'wcaId': '2011FAKE22', 'heat': 2, 'gender': 'm', 'id': '13', 'name': 'Abelson Carmela', 'countryId': 'US'}
{'wcaId': '1988FAKE52', 'heat': 3, 'gender': 'f', 'id': '223', 'name': 'Abelson Tona', 'countryId': 'US'}
{'wcaId': '2012FAKE10', 'heat': 4, 'gender': 'm', 'id': '97', 'name': 'Antonio Poulson', 'countryId': 'US'}
{'wcaId': '1992FAKE51', 'heat': 5, 'gender': 'm', 'id': '67', 'name': 'Antonio Saragosa', 'countryId': 'US'}
{'wcaId': '2013FAKE61', 'heat': 6, 'gender': 'f', 'id': '1', 'name': 'Antonio Tona', 'countryId': 'CN'}
{'wcaId': '1994FAKE46', 'heat': 7, 'gender': 'm', 'id': '147', 'name': 'Arnulfo Gaeta', 'countryId': 'HU'}
{'wcaId': '2006FAKE12', 'heat': 8, 'gender': 'm', 'id': '232', 'name': 'Arnulfo Virgilio', 'countryId': 'US'}
{'wcaId': '2002FAKE77', 'heat': 9, 'gender': 'm', 'id': '61', 'name': 'Arturo Domonique', 'countryId': 'US'}
{'wcaId': '2015FAKE91', 'heat': 10, 'gender': 'm', 'id': '34', 'name': 'Arturo Gaeta', 'countryId': 'US'}
{'wcaId': '1984FAKE17', 'heat': 11, 'gender': 'm', 'id': '188', 'name': 'Arturo Lakesha', 'countryId': 'US'}
{'wcaId': '1985FAKE17', 'heat': 12, 'gender': 'm', 'id': '107', 'name': 'Arturo Yi', 'countryId': 'US'}
{'wcaId': '2015FAKE97', 'heat': 13, 'gender': 'm', 'id': '195', 'name': 'Athens Laroque', 'countryId': 'US'}
{'wcaId': '2003FAKE87', 'heat': 14, 'gender': 'm', 'id': '176', 'name': 'Athens Ogata', 'countryId': 'US'}
{'wcaId': '1988FAKE8', 'heat': 15, 'gender': 'm', 'id': '117', 'name': 'Brittney Domonique', 'countryId': 'US'}
{'wcaId': '1989FAKE76', 'heat': 16, 'gender': 'm', 'id': '150', 'name': 'Brittney Igoe', 'countryId': 'US'}
{'wcaId': '2003FAKE26', 'heat': 1, 'gender': 'm', 'id': '227', 'name': 'Brittney Pelaez', 'countryId': 'US'}
{'wcaId': '2013FAKE13', 'heat': 2, 'gender': 'm', 'id': '64', 'name': 'Brittney Stander', 'countryId': 'US'}
{'wcaId': '1985FAKE99', 'heat': 3, 'gender': 'm', 'id': '181', 'name': 'Brittney Stander', 'countryId': 'US'}
{'wcaId': '1996FAKE90', 'heat': 4, 'gender': 'm', 'id': '30', 'name': 'Brittney Vesta', 'countryId': 'US'}
{'wcaId': '1985FAKE11', 'heat': 5, 'gender': 'm', 'id': '40', 'name': 'Byrom Athens', 'countryId': 'US'}
{'wcaId': '1991FAKE40', 'heat': 6, 'gender': 'm', 'id': '103', 'name': 'Byrom Mcconn', 'countryId': 'US'}
{'wcaId': '2009FAKE2', 'heat': 7, 'gender': 'm', 'id': '250', 'name': 'Byrom Miera', 'countryId': 'CA'}
{'wcaId': '2001FAKE32', 'heat': 8, 'gender': 'm', 'id': '83', 'name': 'Byrom Ogata', 'countryId': 'US'}
{'wcaId': '1986FAKE70', 'heat': 9, 'gender': 'm', 'id': '125', 'name': 'Carmela Arturo', 'countryId': 'US'}
{'wcaId': '2006FAKE47', 'heat': 10, 'gender': 'm', 'id': '231', 'name': 'Carmela Arturo', 'countryId': 'US'}
{'wcaId': '2014FAKE53', 'heat': 11, 'gender': 'f', 'id': '154', 'name': 'Carmela Brittney', 'countryId': 'CA'}
{'wcaId': '2010FAKE32', 'heat': 12, 'gender': 'm', 'id': '54', 'name': 'Carmela Jamee', 'countryId': 'US'}
{'wcaId': '1996FAKE80', 'heat': 13, 'gender': 'm', 'id': '55', 'name': 'Carmela Saragosa', 'countryId': 'US'}
{'wcaId': '2014FAKE42', 'heat': 14, 'gender': 'm', 'id': '252', 'name': 'Carmela Saragosa', 'countryId': 'US'}
{'wcaId': '2005FAKE13', 'heat': 15, 'gender': 'm', 'id': '202', 'name': 'Clow Ngan', 'countryId': 'US'}
{'wcaId': '2010FAKE15', 'heat': 16, 'gender': 'm', 'id': '249', 'name': 'Clow Shayla', 'countryId': 'US'}
{'wcaId': '1988FAKE33', 'heat': 1, 'gender': 'm', 'id': '73', 'name': 'Coreen Domonique', 'countryId': 'US'}
{'wcaId': '2000FAKE19', 'heat': 2, 'gender': 'm', 'id': '48', 'name': 'Coreen Lesli', 'countryId': 'US'}
{'wcaId': '2009FAKE21', 'heat': 3, 'gender': 'm', 'id': '84', 'name': 'Coreen Saragosa', 'countryId': 'US'}
{'wcaId': '1984FAKE56', 'heat': 4, 'gender': 'm', 'id': '170', 'name': 'Coreen Saragosa', 'countryId': 'CA'}
{'wcaId': '2000FAKE71', 'heat': 5, 'gender': 'm', 'id': '39', 'name': 'Domonique Antonio', 'countryId': 'US'}
{'wcaId': '2013FAKE30', 'heat': 6, 'gender': 'm', 'id': '224', 'name': 'Domonique Byrom', 'countryId': 'US'}
{'wcaId': '1995FAKE1', 'heat': 7, 'gender': 'm', 'id': '142', 'name': 'Domonique Ferranti', 'countryId': 'US'}
{'wcaId': '2004FAKE57', 'heat': 8, 'gender': 'm', 'id': '205', 'name': 'Domonique Nott', 'countryId': 'US'}
{'wcaId': '1984FAKE37', 'heat': 9, 'gender': 'm', 'id': '210', 'name': 'Domonique Valadez', 'countryId': 'US'}
{'wcaId': '1983FAKE11', 'heat': 10, 'gender': 'm', 'id': '8', 'name': 'Farish Hildegard', 'countryId': 'US'}
{'wcaId': '1988FAKE98', 'heat': 11, 'gender': 'm', 'id': '112', 'name': 'Farish Mcconn', 'countryId': 'US'}
{'wcaId': '1988FAKE10', 'heat': 12, 'gender': 'm', 'id': '127', 'name': 'Farish Ogata', 'countryId': 'CA'}
{'wcaId': '2012FAKE13', 'heat': 13, 'gender': 'm', 'id': '203', 'name': 'Ferranti Ngan', 'countryId': 'FR'}
{'wcaId': '2010FAKE12', 'heat': 14, 'gender': 'm', 'id': '119', 'name': 'Gaeta Arnulfo', 'countryId': 'US'}
{'wcaId': '2007FAKE85', 'heat': 15, 'gender': 'm', 'id': '177', 'name': 'Gaeta Arturo', 'countryId': 'US'}
{'wcaId': '1987FAKE32', 'heat': 16, 'gender': 'm', 'id': '148', 'name': 'Gaeta Hildegard', 'countryId': 'US'}
{'wcaId': '1982FAKE61', 'heat': 1, 'gender': 'm', 'id': '178', 'name': 'Gaeta Igoe', 'countryId': 'US'}
{'wcaId': '1995FAKE93', 'heat': 2, 'gender': 'm', 'id': '21', 'name': 'Haywood Ngan', 'countryId': 'US'}
{'wcaId': '2007FAKE42', 'heat': 3, 'gender': 'm', 'id': '29', 'name': 'Haywood Vesta', 'countryId': 'US'}
{'wcaId': '2012FAKE50', 'heat': 4, 'gender': 'm', 'id': '168', 'name': 'Hildegard Arnulfo', 'countryId': 'US'}
{'wcaId': '1996FAKE31', 'heat': 5, 'gender': 'm', 'id': '46', 'name': 'Hildegard Clow', 'countryId': 'US'}
{'wcaId': '2000FAKE85', 'heat': 6, 'gender': 'm', 'id': '51', 'name': 'Hildegard Ferranti', 'countryId': 'US'}
{'wcaId': '2006FAKE37', 'heat': 7, 'gender': 'm', 'id': '88', 'name': 'Hildegard Stander', 'countryId': 'US'}
{'wcaId': '2005FAKE43', 'heat': 8, 'gender': 'm', 'id': '215', 'name': 'Hildegard Valadez', 'countryId': 'US'}
{'wcaId': '2009FAKE60', 'heat': 9, 'gender': 'm', 'id': '153', 'name': 'Igoe Antonio', 'countryId': 'US'}
{'wcaId': '1996FAKE57', 'heat': 10, 'gender': 'm', 'id': '134', 'name': 'Igoe Brittney', 'countryId': 'US'}
{'wcaId': '2012FAKE82', 'heat': 11, 'gender': 'm', 'id': '145', 'name': 'Igoe Brittney', 'countryId': 'US'}
{'wcaId': '2006FAKE59', 'heat': 12, 'gender': 'm', 'id': '115', 'name': 'Igoe Valadez', 'countryId': 'US'}
{'wcaId': '1998FAKE6', 'heat': 13, 'gender': 'm', 'id': '96', 'name': 'Jamee Byrom', 'countryId': 'CA'}
{'wcaId': '2001FAKE50', 'heat': 14, 'gender': 'm', 'id': '197', 'name': 'Jamee Byrom', 'countryId': 'US'}
{'wcaId': '1990FAKE64', 'heat': 15, 'gender': 'm', 'id': '116', 'name': 'Jamee Clow', 'countryId': 'IN'}
{'wcaId': '2015FAKE89', 'heat': 16, 'gender': 'm', 'id': '132', 'name': 'Jamee Ferranti', 'countryId': 'US'}
{'wcaId': '1994FAKE31', 'heat': 1, 'gender': 'm', 'id': '20', 'name': 'Jamee Samuels', 'countryId': 'CA'}
{'wcaId': '1997FAKE14', 'heat': 2, 'gender': 'f', 'id': '243', 'name': 'Jamee Stander', 'countryId': 'US'}
{'wcaId': '2005FAKE96', 'heat': 3, 'gender': 'm', 'id': '183', 'name': 'Lakesha Brittney', 'countryId': 'US'}
{'wcaId': '1984FAKE48', 'heat': 4, 'gender': 'm', 'id': '173', 'name': 'Lakesha Byrom', 'countryId': 'US'}
{'wcaId': '1998FAKE5', 'heat': 5, 'gender': 'm', 'id': '219', 'name': 'Lakesha Coreen', 'countryId': 'US'}
{'wcaId': '1995FAKE90', 'heat': 6, 'gender': 'm', 'id': '28', 'name': 'Lakesha Lakesha', 'countryId': 'US'}
{'wcaId': '2007FAKE22', 'heat': 7, 'gender': 'm', 'id': '24', 'name': 'Lakesha Ogata', 'countryId': 'US'}
{'wcaId': '2015FAKE93', 'heat': 8, 'gender': 'm', 'id': '128', 'name': 'Lakesha Ogata', 'countryId': 'US'}
{'wcaId': '2001FAKE93', 'heat': 9, 'gender': 'm', 'id': '160', 'name': 'Laroque Abelson', 'countryId': 'US'}
{'wcaId': '2000FAKE70', 'heat': 10, 'gender': 'm', 'id': '221', 'name': 'Laroque Jamee', 'countryId': 'US'}
{'wcaId': '1990FAKE39', 'heat': 11, 'gender': 'm', 'id': '149', 'name': 'Laroque Trent', 'countryId': 'US'}
{'wcaId': '2009FAKE38', 'heat': 12, 'gender': 'm', 'id': '18', 'name': 'Laroque Valadez', 'countryId': 'US'}
{'wcaId': '2006FAKE63', 'heat': 13, 'gender': 'm', 'id': '253', 'name': 'Lesli Antonio', 'countryId': 'US'}
{'wcaId': '2002FAKE98', 'heat': 14, 'gender': 'm', 'id': '3', 'name': 'Lesli Farish', 'countryId': 'US'}
{'wcaId': '2003FAKE94', 'heat': 15, 'gender': 'm', 'id': '52', 'name': 'Lesli Haywood', 'countryId': 'US'}
{'wcaId': '1996FAKE96', 'heat': 16, 'gender': 'f', 'id': '58', 'name': 'Lesli Igoe', 'countryId': 'US'}
{'wcaId': '2013FAKE63', 'heat': 1, 'gender': 'm', 'id': '124', 'name': 'Lesli Miera', 'countryId': 'US'}
{'wcaId': '2011FAKE82', 'heat': 2, 'gender': 'm', 'id': '17', 'name': 'Lesli Ogata', 'countryId': 'US'}
{'wcaId': '1983FAKE80', 'heat': 3, 'gender': 'm', 'id': '146', 'name': 'Lesli Valadez', 'countryId': 'US'}
{'wcaId': '1983FAKE37', 'heat': 4, 'gender': 'm', 'id': '9', 'name': 'Mcconn Carmela', 'countryId': 'US'}
{'wcaId': '2013FAKE40', 'heat': 5, 'gender': 'm', 'id': '53', 'name': 'Mcconn Igoe', 'countryId': 'US'}
{'wcaId': '2014FAKE7', 'heat': 6, 'gender': 'm', 'id': '71', 'name': 'Mcconn Nott', 'countryId': 'US'}
{'wcaId': '1989FAKE7', 'heat': 7, 'gender': 'm', 'id': '100', 'name': 'Mcconn Vinita', 'countryId': 'US'}
{'wcaId': '1989FAKE97', 'heat': 8, 'gender': 'm', 'id': '7', 'name': 'Miera Antonio', 'countryId': 'US'}
{'wcaId': '2003FAKE33', 'heat': 9, 'gender': 'm', 'id': '228', 'name': 'Miera Carmela', 'countryId': 'US'}
{'wcaId': '2006FAKE39', 'heat': 10, 'gender': 'm', 'id': '169', 'name': 'Miera Domonique', 'countryId': 'IN'}
{'wcaId': '1992FAKE29', 'heat': 11, 'gender': 'm', 'id': '239', 'name': 'Miera Pelaez', 'countryId': 'US'}
{'wcaId': '2013FAKE94', 'heat': 12, 'gender': 'm', 'id': '78', 'name': 'Miera Tona', 'countryId': 'US'}
{'wcaId': '1990FAKE15', 'heat': 13, 'gender': 'm', 'id': '144', 'name': 'Miera Trent', 'countryId': 'US'}
{'wcaId': '1996FAKE12', 'heat': 14, 'gender': 'm', 'id': '37', 'name': 'Miera Yi', 'countryId': 'CA'}
{'wcaId': '1992FAKE90', 'heat': 15, 'gender': 'm', 'id': '11', 'name': 'Moriah Igoe', 'countryId': 'US'}
{'wcaId': '1998FAKE16', 'heat': 16, 'gender': 'm', 'id': '56', 'name': 'Moriah Nott', 'countryId': 'US'}
{'wcaId': '1992FAKE1', 'heat': 1, 'gender': 'm', 'id': '199', 'name': 'Ngan Carmela', 'countryId': 'US'}
{'wcaId': '2004FAKE6', 'heat': 2, 'gender': 'm', 'id': '209', 'name': 'Ngan Hildegard', 'countryId': 'US'}
{'wcaId': '1983FAKE1', 'heat': 3, 'gender': 'm', 'id': '87', 'name': 'Ngan Igoe', 'countryId': 'US'}
{'wcaId': '1998FAKE77', 'heat': 4, 'gender': 'm', 'id': '41', 'name': 'Ngan Vesta', 'countryId': 'US'}
{'wcaId': '1997FAKE34', 'heat': 5, 'gender': 'm', 'id': '180', 'name': 'Nott Abelson', 'countryId': 'US'}
{'wcaId': '2001FAKE15', 'heat': 6, 'gender': 'm', 'id': '166', 'name': 'Nott Domonique', 'countryId': 'US'}
{'wcaId': '1982FAKE98', 'heat': 7, 'gender': 'm', 'id': '189', 'name': 'Nott Hildegard', 'countryId': 'US'}
{'wcaId': '1997FAKE31', 'heat': 8, 'gender': 'm', 'id': '151', 'name': 'Nott Lesli', 'countryId': 'US'}
{'wcaId': '1984FAKE51', 'heat': 9, 'gender': 'm', 'id': '247', 'name': 'Ogata Abelson', 'countryId': 'US'}
{'wcaId': '2002FAKE29', 'heat': 10, 'gender': 'm', 'id': '233', 'name': 'Ogata Shayla', 'countryId': 'CA'}
{'wcaId': '2001FAKE24', 'heat': 11, 'gender': 'm', 'id': '10', 'name': 'Pelaez Arnulfo', 'countryId': 'US'}
{'wcaId': '2003FAKE80', 'heat': 12, 'gender': 'm', 'id': '235', 'name': 'Pelaez Ferranti', 'countryId': 'US'}
{'wcaId': '1988FAKE52', 'heat': 13, 'gender': 'm', 'id': '101', 'name': 'Pelaez Moriah', 'countryId': 'US'}
{'wcaId': '2007FAKE88', 'heat': 14, 'gender': 'm', 'id': '72', 'name': 'Pelaez Valadez', 'countryId': 'US'}
{'wcaId': '1998FAKE53', 'heat': 15, 'gender': 'm', 'id': '95', 'name': 'Poulson Jamee', 'countryId': 'US'}
{'wcaId': '2000FAKE64', 'heat': 16, 'gender': 'm', 'id': '171', 'name': 'Poulson Moriah', 'countryId': 'IN'}
{'wcaId': '1995FAKE87', 'heat': 1, 'gender': 'm', 'id': '62', 'name': 'Poulson Vesta', 'countryId': 'CA'}
{'wcaId': '2012FAKE61', 'heat': 2, 'gender': 'm', 'id': '38', 'name': 'Samuels Brittney', 'countryId': 'US'}
{'wcaId': '1992FAKE9', 'heat': 3, 'gender': 'm', 'id': '102', 'name': 'Samuels Clow', 'countryId': 'US'}
{'wcaId': '2015FAKE52', 'heat': 4, 'gender': 'm', 'id': '229', 'name': 'Samuels Lesli', 'countryId': 'US'}
{'wcaId': '2014FAKE74', 'heat': 5, 'gender': 'f', 'id': '126', 'name': 'Samuels Miera', 'countryId': 'US'}
{'wcaId': '2002FAKE66', 'heat': 6, 'gender': 'm', 'id': '182', 'name': 'Saragosa Arnulfo', 'countryId': 'US'}
{'wcaId': '2010FAKE39', 'heat': 7, 'gender': 'm', 'id': '92', 'name': 'Saragosa Carmela', 'countryId': 'CA'}
{'wcaId': '2008FAKE80', 'heat': 8, 'gender': 'm', 'id': '4', 'name': 'Saragosa Gaeta', 'countryId': 'US'}
{'wcaId': '1985FAKE9', 'heat': 9, 'gender': 'm', 'id': '22', 'name': 'Saragosa Mcconn', 'countryId': 'US'}
{'wcaId': '2009FAKE73', 'heat': 10, 'gender': 'm', 'id': '251', 'name': 'Saragosa Poulson', 'countryId': 'US'}
{'wcaId': '1983FAKE14', 'heat': 11, 'gender': 'm', 'id': '35', 'name': 'Saragosa Stander', 'countryId': 'US'}
{'wcaId': '1991FAKE22', 'heat': 12, 'gender': 'm', 'id': '91', 'name': 'Shayla Mcconn', 'countryId': 'US'}
{'wcaId': '2004FAKE29', 'heat': 13, 'gender': 'm', 'id': '90', 'name': 'Shayla Saragosa', 'countryId': 'CA'}
{'wcaId': '2009FAKE53', 'heat': 14, 'gender': 'm', 'id': '2', 'name': 'Shayla Yi', 'countryId': 'US'}
{'wcaId': '2001FAKE61', 'heat': 15, 'gender': 'm', 'id': '234', 'name': 'Stander Byrom', 'countryId': 'US'}
{'wcaId': '1998FAKE17', 'heat': 16, 'gender': 'm', 'id': '157', 'name': 'Stander Igoe', 'countryId': 'US'}
{'wcaId': '2000FAKE12', 'heat': 1, 'gender': 'm', 'id': '25', 'name': 'Stander Lesli', 'countryId': 'US'}
{'wcaId': '1997FAKE44', 'heat': 2, 'gender': 'm', 'id': '63', 'name': 'Stander Mcconn', 'countryId': 'US'}
{'wcaId': '2014FAKE63', 'heat': 3, 'gender': 'm', 'id': '192', 'name': 'Stander Shayla', 'countryId': 'US'}
{'wcaId': '2011FAKE47', 'heat': 4, 'gender': 'm', 'id': '98', 'name': 'Stander Tona', 'countryId': 'IN'}
{'wcaId': '1984FAKE54', 'heat': 5, 'gender': 'm', 'id': '27', 'name': 'Stander Trent', 'countryId': 'CA'}
{'wcaId': '1983FAKE70', 'heat': 6, 'gender': 'm', 'id': '217', 'name': 'Tona Byrom', 'countryId': 'US'}
{'wcaId': '1984FAKE92', 'heat': 7, 'gender': 'm', 'id': '212', 'name': 'Tona Coreen', 'countryId': 'US'}
{'wcaId': '1986FAKE22', 'heat': 8, 'gender': 'f', 'id': '155', 'name': 'Tona Lesli', 'countryId': 'CA'}
{'wcaId': '1999FAKE77', 'heat': 9, 'gender': 'm', 'id': '43', 'name': 'Tona Vinita', 'countryId': 'US'}
{'wcaId': '1989FAKE61', 'heat': 10, 'gender': 'm', 'id': '130', 'name': 'Tona Vinita', 'countryId': 'US'}
{'wcaId': '2004FAKE39', 'heat': 11, 'gender': 'm', 'id': '113', 'name': 'Tona Yi', 'countryId': 'US'}
{'wcaId': '1997FAKE46', 'heat': 12, 'gender': 'm', 'id': '106', 'name': 'Trent Arnulfo', 'countryId': 'US'}
{'wcaId': '1982FAKE41', 'heat': 13, 'gender': 'm', 'id': '204', 'name': 'Trent Brittney', 'countryId': 'US'}
{'wcaId': '1995FAKE92', 'heat': 14, 'gender': 'm', 'id': '93', 'name': 'Trent Haywood', 'countryId': 'CA'}
{'wcaId': '1996FAKE15', 'heat': 15, 'gender': 'm', 'id': '190', 'name': 'Trent Haywood', 'countryId': 'US'}
